Product_item_no,Product_mfr_no,Product_name,Product_packsize,Product_price,Product_url,Product_value,Product_wght
6210082,0.01,Stirrers with PTFE blade and journal; Description PTFE paddle 75 x 24 x 3mm,ea,"€ 12,13",https://www.reagecon.com/consumablesequipment/stirring/shaking/mixing/stirrers-with-ptfe-blade-and-journal-description-6210082?returnurl=%2fconsumablesequipment%2fstirring%2fshaking%2fmixing%2f,6.3073.05,0.01
4008142,3.20,LLG Magnetic Stirrer RCT Standard Safety Control including Temperature Probe PT 1000 with Swiss Plug,ea,"€ 536,94",https://www.reagecon.com/consumablesequipment/stirring/shaking/mixing/llg-magnetic-stirrer-rct-standard-safety-control-4008142?returnurl=%2fconsumablesequipment%2fstirring%2fshaking%2fmixing%2f,4008142,3.20
4008501,0.07,LLG Magnetic Stirring Bar Retriever PTFE; 8x300mm (Diameter x Length),ea,"€ 10,67",https://www.reagecon.com/consumablesequipment/stirring/shaking/mixing/llg-magnetic-stirring-bar-retriever-ptfe-8x300mm-4008501?returnurl=%2fconsumablesequipment%2fstirring%2fshaking%2fmixing%2f,4008501,0.07
DEN25180PY,0.32,Reagecon Density Standard Premium Range 1.2471 g/ml at 25°C,100ml,"€ 175,72",https://www.reagecon.com/density_premium25%c2%b0c/reagecon-density-standard-premium-range-1-2471-g-den25180py?returnurl=%2fdensity_premium25%25c2%25b0c%2f,1.2471 g/ml at 25°C (± 0.00077),0.32
DEN25190PY,0.32,Reagecon Density Standard Premium Range 1.3287 g/ml at 25°C,100ml,"€ 175,72",https://www.reagecon.com/density_premium25%c2%b0c/reagecon-density-standard-premium-range-1-3287-g-den25190py?returnurl=%2fdensity_premium25%25c2%25b0c%2f,1.3287 g/ml at 25°C (± 0.00077),0.32
6204794,0.01,Stirrer with stirrer bearings; DURAN® tubing; Type Blade; PTFE; 70x24x3mm,ea,"€ 12,07",https://www.reagecon.com/consumablesequipment/stirring/shaking/mixing/stirrer-with-stirrer-bearings-duran-tubing-type-6204794?returnurl=%2fconsumablesequipment%2fstirring%2fshaking%2fmixing%2f,6.3105.02,0.01
DEN25160PY,0.32,Reagecon Density Standard Premium Range 1.0755 g/ml at 25°C,100ml,"€ 175,72",https://www.reagecon.com/density_premium25%c2%b0c/reagecon-density-standard-premium-range-1-0755-g-den25160py?returnurl=%2fdensity_premium25%25c2%25b0c%2f,1.0755 g/ml at 25°C (± 0.00077),0.32
DEN25170PY,0.32,Reagecon Density Standard Premium Range 1.1639 g/ml at 25°C,100ml,"€ 175,72",https://www.reagecon.com/density_premium25%c2%b0c/reagecon-density-standard-premium-range-1-1639-g-den25170py?returnurl=%2fdensity_premium25%25c2%25b0c%2f,1.1639 g/ml at 25°C (± 0.00077),0.32
DEN25150PY,0.32,Reagecon Density Standard Premium Range 1.0265 g/ml at 25°C,100ml,"€ 175,72",https://www.reagecon.com/density_premium25%c2%b0c/reagecon-density-standard-premium-range-1-0265-g-den25150py?returnurl=%2fdensity_premium25%25c2%25b0c%2f,1.0265 g/ml at 25°C (± 0.00077),0.32
DEN25140PY,0.32,Reagecon Density Standard Premium Range 0.9969 g/ml at 25°C,100ml,"€ 76,09",https://www.reagecon.com/density_premium25%c2%b0c/reagecon-density-standard-premium-range-0-9969-g-den25140py?returnurl=%2fdensity_premium25%25c2%25b0c%2f,0.9969 g/ml at 25°C (± 0.00077),0.32
DEN25120PY,0.32,Reagecon Density Standard Premium Range 0.9060 g/ml at 25°C,100ml,"€ 76,09",https://www.reagecon.com/density_premium25%c2%b0c/reagecon-density-standard-premium-range-0-9060-g-den25120py?returnurl=%2fdensity_premium25%25c2%25b0c%2f,0.9060 g/ml at 25°C (± 0.00077),0.32
DEN25130PY,0.32,Reagecon Density Standard Premium Range 0.9438 g/ml at 25°C,100ml,"€ 76,09",https://www.reagecon.com/density_premium25%c2%b0c/reagecon-density-standard-premium-range-0-9438-g-den25130py?returnurl=%2fdensity_premium25%25c2%25b0c%2f,0.9438 g/ml at 25°C (± 0.00077),0.32
DEN25100PY,0.32,Reagecon Density Standard Premium Range 0.8340 g/ml at 25°C,100ml,"€ 76,09",https://www.reagecon.com/density_premium25%c2%b0c/reagecon-density-standard-premium-range-0-8340-g-den25100py?returnurl=%2fdensity_premium25%25c2%25b0c%2f,0.8340 g/ml at 25°C (± 0.00077),0.32
DEN25090PY,0.32,Reagecon Density Standard Premium Range 0.8084 g/ml at 25°C,100ml,"€ 76,09",https://www.reagecon.com/density_premium25%c2%b0c/reagecon-density-standard-premium-range-0-8084-g-den25090py?returnurl=%2fdensity_premium25%25c2%25b0c%2f,0.8084 g/ml at 25°C (± 0.00077),0.32
DEN25110PY,0.32,Reagecon Density Standard Premium Range 0.8622 g/ml at 25°C,100ml,"€ 76,09",https://www.reagecon.com/density_premium25%c2%b0c/reagecon-density-standard-premium-range-0-8622-g-den25110py?returnurl=%2fdensity_premium25%25c2%25b0c%2f,0.8622 g/ml at 25°C (± 0.00077),0.32
DEN25080PY,0.32,Reagecon Density Standard Premium Range 0.7853 g/ml at 25°C,100ml,"€ 76,09",https://www.reagecon.com/density_premium25%c2%b0c/reagecon-density-standard-premium-range-0-7853-g-den25080py?returnurl=%2fdensity_premium25%25c2%25b0c%2f,0.7853 g/ml at 25°C (± 0.00077),0.32
DEN25070PY,0.32,Reagecon Density Standard Premium Range 0.7645 g/ml at 25°C,100ml,"€ 76,09",https://www.reagecon.com/density_premium25%c2%b0c/reagecon-density-standard-premium-range-0-7645-g-den25070py?returnurl=%2fdensity_premium25%25c2%25b0c%2f,0.7645 g/ml at 25°C (± 0.00077),0.32
DEN25060PY,0.32,Reagecon Density Standard Premium Range 0.7452 g/ml at 25°C,100ml,"€ 76,09",https://www.reagecon.com/density_premium25%c2%b0c/reagecon-density-standard-premium-range-0-7452-g-den25060py?returnurl=%2fdensity_premium25%25c2%25b0c%2f,0.7452 g/ml at 25°C (± 0.00077),0.32
DEN25030PY,0.32,Reagecon Density Standard Premium Range 0.7111 g/ml at 25°C,100ml,"€ 76,09",https://www.reagecon.com/density_premium25%c2%b0c/reagecon-density-standard-premium-range-0-7111-g-den25030py?returnurl=%2fdensity_premium25%25c2%25b0c%2f,0.7111 g/ml at 25°C (± 0.00077),0.32
DEN25050PY,0.32,Reagecon Density Standard Premium Range 0.7337 g/ml at 25°C,100ml,"€ 76,09",https://www.reagecon.com/density_premium25%c2%b0c/reagecon-density-standard-premium-range-0-7337-g-den25050py?returnurl=%2fdensity_premium25%25c2%25b0c%2f,0.7337 g/ml at 25°C (± 0.00077),0.32
DEN25010PY,0.32,Reagecon Density Standard Premium Range 0.6878 g/ml at 25°C,100ml,"€ 76,09",https://www.reagecon.com/density_premium25%c2%b0c/reagecon-density-standard-premium-range-0-6878-g-den25010py?returnurl=%2fdensity_premium25%25c2%25b0c%2f,0.6878 g/ml at 25°C (± 0.00077),0.32
9595334,9.14,GyroTwister 3-D shaker with 30x30 cm non-slip platform 230 V; incl. EU & UK power cords,ea,"€ 868,91",https://www.reagecon.com/tumbling-shakers/gyrotwister-3-d-shaker-with-30x30-cm-non-slip-9595334?returnurl=%2ftumbling-shakers%2f,S1000-B-230V,9.14
9595335,1.35,Platform 300 x 300 mm with hardware,ea,"€ 110,84",https://www.reagecon.com/tumbling-shakers/platform-300-x-300-mm-with-hardware-9595335?returnurl=%2ftumbling-shakers%2f,S1000-30,1.35
DEN25040PY,0.32,Reagecon Density Standard Premium Range 0.7223 g/ml at 25°C,100ml,"€ 76,09",https://www.reagecon.com/density_premium25%c2%b0c/reagecon-density-standard-premium-range-0-7223-g-den25040py?returnurl=%2fdensity_premium25%25c2%25b0c%2f,0.7223 g/ml at 25°C (± 0.00077),0.32
DEN25020PY,0.32,Reagecon Density Standard Premium Range 0.6993 g/ml at 25°C,100ml,"€ 76,09",https://www.reagecon.com/density_premium25%c2%b0c/reagecon-density-standard-premium-range-0-6993-g-den25020py?returnurl=%2fdensity_premium25%25c2%25b0c%2f,0.6993 g/ml at 25°C (± 0.00077),0.32
9595333,0.44,Blot Box 6-10 ml for mini protein gels 117x89 mm; pack of 10,10pk,"€ 89,18",https://www.reagecon.com/tumbling-shakers/blot-box-6-10-ml-for-mini-protein-gels-117x89-mm-9595333?returnurl=%2ftumbling-shakers%2f,E2110-BBL,0.44
6227094,0.23,Dimpled mat; 300x300mm for holding tubes,ea,"€ 33,81",https://www.reagecon.com/tumbling-shakers/dimpled-mat-300x300mm-for-holding-tubes-6227094?returnurl=%2ftumbling-shakers%2f,S1000-M,0.23
6227093,8.96,GyroTwister adjustable shaker with 30x30 cm non-slip platform 230 V; incl. EU & UK power cords,ea,"€ 1.051,15",https://www.reagecon.com/tumbling-shakers/gyrotwister-adjustable-shaker-with-30x30-cm-non-6227093?returnurl=%2ftumbling-shakers%2f,S1000-A-B-230,8.96
9595332,0.73,Blot Box 3-5 ml for larger mini protein gels 91x66 mm; pack of 10,10pk,"€ 81,02",https://www.reagecon.com/tumbling-shakers/blot-box-3-5-ml-for-larger-mini-protein-gels-91x66-9595332?returnurl=%2ftumbling-shakers%2f,E2110-BBS,0.73
9595331,1.46,Shaker Enduro MiniMix 3-D non-slip matte; 2 blotting boxes; 230 V,ea,"€ 336,71",https://www.reagecon.com/tumbling-shakers/shaker-enduro-minimix-3-d-non-slip-matte-2-9595331?returnurl=%2ftumbling-shakers%2f,S0600-230V,1.46
9595330,1.40,Shaker GyroMini 3-D with rubber mat; 230 V,ea,"€ 366,45",https://www.reagecon.com/tumbling-shakers/shaker-gyromini-3-d-with-rubber-mat-230-v-9595330?returnurl=%2ftumbling-shakers%2f,S0500-230V-EU,1.40
9699503,421,Upright Freezers up to -40°C/-85°C;  6443; Capacity 300 Litres; External  dimensions (W x D x H) 990 x 865 x 1940 mm; Internal dimensions (W x D x H) 600 x 450 x 1100 mm; Rating 0.60 kW; Temp. range 0 to -40 °C; Weight 240 kg,ea,"€ 12.798,45",https://www.reagecon.com/low-ultralow-temperature-freezers/upright-freezers-up-to-40-c-85-c-6443-capacity-300-9699503?returnurl=%2flow-ultralow-temperature-freezers%2f,6443,421
9013215,0.31,Griffin beakers; PFA; Material PFA; Capacity 1000 ml; Grad. 100 ml; Diam. 109 mm; Height 141 mm,ea,"€ 122,81",https://www.reagecon.com/trace-analysis/tubes/griffin-beakers-pfa-material-pfa-capacity-1000-ml-9013215?returnurl=%2ftrace-analysis%2ftubes%2f,111005,0.31
EP266,0.62,Reagecon 26.6 µs/cm Conductivity and Resistivity at 20°C according to European Pharmacopoeia (EP),500ml,"€ 149,29",https://www.reagecon.com/ep_conductivity/reagecon-26-6-%c2%b5s-cm-conductivity-and-resistivity-ep266?returnurl=%2fep_conductivity%2f,26.6 µs/cm,0.62
9405242,0.90,Vinyl gloves; Glovex; Size L (8 to 9),100pk,"€ 5,73",https://www.reagecon.com/vinyl-gloves/vinyl-gloves-glovex-size-l-8-to-9-9405242?returnurl=%2fvinyl-gloves%2f,4558900,0.90
USP1005,Kg,Reagecon Barium Chloride TS/RS Solution according to United States Pharmacopoeia (USP),500ml,"€ 79,84",https://www.reagecon.com/usp/reagents-standards/reagecon-barium-chloride-ts-rs-solution-according-usp1005?returnurl=%2fusp%2freagents-standards%2f,0.62,0.62
4006207,0.27,Qualitative Filters for beer analysis; folded filters; Diam. 185 mm; Weight 75 g / m²,100pk,"€ 26,68",https://www.reagecon.com/distillation/separation/filtration/qualitative-filters-for-beer-analysis-folded-4006207?returnurl=%2fdistillation%2fseparation%2ffiltration%2f,DF2555185,0.27
ISAK5,0.62,Reagecon Potassium 5M NaCl Ionic Strength Adjuster Solution,500ml,"€ 151,73",https://www.reagecon.com/isa/potassium/reagecon-potassium-5m-nacl-ionic-strength-adjuster-isak5?returnurl=%2fisa%2fpotassium%2f,Potassium 5M NaCl,0.62
PR045,0.62,Reagecon Phenol Red Indicator 0.04% Solution,500ml,"€ 34,13",https://www.reagecon.com/indicator_phenolred/reagecon-phenol-red-indicator-0-04-solution-pr045?returnurl=%2findicator_phenolred%2f,0.04%,0.62
HP25VV05,Kg,Reagecon Phosphoric Acid 25%,500ml,"€ 29,56",https://www.reagecon.com/wine/reagecon-phosphoric-acid-25-hp25vv05?returnurl=%2fwine%2f,0.62,0.62
REPAH7107,0.03,Reagecon Polycyclic Aromatic Hydrocarbon (PAH) Single Compound Standard Acenaphthene-d10 1000 µg/ml in Methanol,1ml,"€ 30,00",https://www.reagecon.com/pah_singlecompound/reagecon-polycyclic-aromatic-hydrocarbon-pah-repah7107?returnurl=%2fpah_singlecompound%2f,1000 µg/ml,0.03
9005485,0.28,Half mask X-plore® 4700; Type X-Plore 4790 Silicone (M / L; standard size),ea,"€ 61,35",https://www.reagecon.com/half-masks/half-mask-x-plore-4700-type-x-plore-4790-silicone-9005485?returnurl=%2fhalf-masks%2f,R 55877,0.28
9005486,0.28,Half mask X-plore® 4700; Type X-Plore 4790 Silicone (S / M; small size),ea,"€ 61,35",https://www.reagecon.com/half-masks/half-mask-x-plore-4700-type-x-plore-4790-silicone-9005486?returnurl=%2fhalf-masks%2f,R 55878,0.28
9005477,0.03,Sundström Respiratory Protection; Type Protective cover SR 64,ea,"€ 11,16",https://www.reagecon.com/half-masks/sundstr%c3%b6m-respiratory-protection-type-protective-9005477?returnurl=%2fhalf-masks%2f,1011381,0.03
REPET018,0.03,Reagecon Pesticide Standard (8 Compound Mix) in Cyclohexane,1ml,"€ 110,48",https://www.reagecon.com/pesticides/reagecon-pesticide-standard-8-compound-mix-in-repet018?returnurl=%2fpesticides%2f,100 µg/ml of each Compound,0.03
9042770,5.82,LLG Vacuum Desiccator Cabinet Polycarbonate Square Form ''Heavy Duty'' VDC11U (Amber; UV Block Effect) Capacity 11 Litre,ea,"€ 937,14",https://www.reagecon.com/desiccator-cabinets/llg-vacuum-desiccator-cabinet-polycarbonate-square-9042770?returnurl=%2fdesiccator-cabinets%2f,9042770,5.82
9005474,0.01,Sundström filter system; Type Pre-filter,5pk,"€ 3,45",https://www.reagecon.com/half-masks/sundstr%c3%b6m-filter-system-type-pre-filter-9005474?returnurl=%2fhalf-masks%2f,1011383,0.01
REPET017,0.03,Reagecon Pesticide Standard (6 Compound Mix) in Acetonitrile:Acetone,1ml,"€ 82,11",https://www.reagecon.com/pesticides/reagecon-pesticide-standard-6-compound-mix-in-repet017?returnurl=%2fpesticides%2f,1000 µg/ml of each Compound,0.03
9276011,0.12,Check flasks; DAkkS calibrated; borosilicate glass 3.3; class A; with 3 marks; blue graduations; For volume 25 ml; upper/lower mark 0.175 ± ml; Joint size (NS) 10/19,ea,"€ 100,35",https://www.reagecon.com/bottletop-dispensers/check-flasks-dakks-calibrated-borosilicate-glass-3-9276011?returnurl=%2fbottletop-dispensers%2f,38206,0.12
9129807,0.03,LLG Indicator Paper Sticks Range 0-14 pH,100pk,"€ 5,68",https://www.reagecon.com/ph-measurement/paperchopsticks/llg-indicator-paper-sticks-range-0-14-ph-9129807?returnurl=%2fph-measurement%2fpaperchopsticks%2f,9129807,0.03
9129808,0.03,LLG Universal Indicator Strips Premium Range 0-14 pH,100pk,"€ 10,36",https://www.reagecon.com/ph-measurement/paperchopsticks/llg-universal-indicator-strips-premium-range-0-14-9129808?returnurl=%2fph-measurement%2fpaperchopsticks%2f,9129808,0.03
9129802,0.02,LLG Universal Indicator Paper Dispensing Reel with Roll; Range 1-14 pH,ea,"€ 4,33",https://www.reagecon.com/ph-measurement/paperchopsticks/llg-universal-indicator-paper-dispensing-reel-with-9129802?returnurl=%2fph-measurement%2fpaperchopsticks%2f,9129802,0.02
9129803,0.02,LLG Universal Indicator Paper Roll Refill Pack Range 1-14 pH,3pk,"€ 6,26",https://www.reagecon.com/ph-measurement/paperchopsticks/llg-universal-indicator-paper-roll-refill-pack-9129803?returnurl=%2fph-measurement%2fpaperchopsticks%2f,9129803,0.02
9129806,0.03,LLG Indicator Paper Sticks Range 0-14 pH,50pk,"€ 3,85",https://www.reagecon.com/ph-measurement/paperchopsticks/llg-indicator-paper-sticks-range-0-14-ph-9129806?returnurl=%2fph-measurement%2fpaperchopsticks%2f,9129806,0.03
9129801,0.02,LLG Universal Indicator Paper Roll Refill Pack Range 1-11 pH,3pk,"€ 6,26",https://www.reagecon.com/ph-measurement/paperchopsticks/llg-universal-indicator-paper-roll-refill-pack-9129801?returnurl=%2fph-measurement%2fpaperchopsticks%2f,9129801,0.02
9129805,0.03,LLG Universal Indicator Paper Strips Range 1-14 pH,100pk,"€ 4,15",https://www.reagecon.com/ph-measurement/paperchopsticks/llg-universal-indicator-paper-strips-range-1-14-ph-9129805?returnurl=%2fph-measurement%2fpaperchopsticks%2f,9129805,0.03
9129800,0.02,LLG Universal Indicator Paper Dispensing Reel with Roll; Range 1-11 pH,ea,"€ 4,33",https://www.reagecon.com/ph-measurement/paperchopsticks/llg-universal-indicator-paper-dispensing-reel-with-9129800?returnurl=%2fph-measurement%2fpaperchopsticks%2f,9129800,0.02
ICP-WY-95,0.62,"Reagecon ICP, ICP-MS Multi Element Standard (9 Elements) in 2% Nitric Acid (HNO₃)",500ml,"€ 316,59",https://www.reagecon.com/icp_multi_element/reagecon-icp-icp-ms-multi-element-standard-9-icp--wy--95?returnurl=%2ficp_multi_element%2f,Mixed Concentrations,0.62
9276010,0.11,Check flasks; DAkkS calibrated; borosilicate glass 3.3; class A; with 3 marks; blue graduations; For volume 10 ml; upper/lower mark 0.070 ± ml; Joint size (NS) 10/19*,ea,"€ 99,20",https://www.reagecon.com/bottletop-dispensers/check-flasks-dakks-calibrated-borosilicate-glass-3-9276010?returnurl=%2fbottletop-dispensers%2f,38204,0.11
DEN15210PY,0.32,Reagecon Density Standard Premium Range 1.5820 g/ml at 15°C,100ml,"€ 175,72",https://www.reagecon.com/density_premium15%c2%b0c/reagecon-density-standard-premium-range-1-5820-g-den15210py?returnurl=%2fdensity_premium15%25c2%25b0c%2f,1.5820 g/ml at 15°C (± 0.00077),0.32
ICP-TG-85,0.62,"Reagecon ICP, ICP-MS Multi Element Standard (8 Elements) in 0.1% Nitric Acid (HNO₃)",500ml,"€ 201,16",https://www.reagecon.com/icp_multi_element/reagecon-icp-icp-ms-multi-element-standard-8-icp--tg--85?returnurl=%2ficp_multi_element%2f,Mixed Concentrations,0.62
ICP-VL-51,0.12,"Reagecon ICP, ICP-MS Multi Element Standard (5 Elements) in 2% Nitric Acid (HNO₃)",100ml,"€ 294,52",https://www.reagecon.com/icp_multi_element/reagecon-icp-icp-ms-multi-element-standard-5-icp--vl--51?returnurl=%2ficp_multi_element%2f,Mixed Concentrations,0.12
ICP10-MIX2-100,0.12,"Reagecon ICP, ICP-MS Multi Element Standard (10 Elements) in 5% Nitric Acid (HNO₃)",100ml,"€ 190,56",https://www.reagecon.com/icp_multi_element/reagecon-icp-icp-ms-multi-element-standard-10-icp10--mix2--100?returnurl=%2ficp_multi_element%2f,Mixed Concentrations,0.12
ICP-STL-136,500ml,"Reagecon ICP, ICP-MS Multi Element Standard (12 Elements) in 2-5% Nitric Acid (HNO₃) and trace Hydrofluoric Acid (HF)",500ml,"€ 451,94",https://www.reagecon.com/icp_multi_element/reagecon-icp-icp-ms-multi-element-standard-12-icp--stl--136?returnurl=%2ficp_multi_element%2f,1000 µg/ml of each Element,0.62
ICP-STD3-100,0.12,"Reagecon ICP, ICP-MS Multi Element Standard (10 Elements) in 10% Hydrochloric Acid (HCl)",100ml,"€ 154,22",https://www.reagecon.com/icp_multi_element/reagecon-icp-icp-ms-multi-element-standard-10-icp--std3--100?returnurl=%2ficp_multi_element%2f,10 µg/ml of each Element,0.12
ICP-MIX2-CYM,0.12,"Reagecon ICP, ICP-MS Multi Element Standard (4 Elements) in 5% Nitric Acid (HNO₃) and 0.5% Hydrofluoric Acid (HF)",100ml,"€ 135,58",https://www.reagecon.com/icp_multi_element/reagecon-icp-icp-ms-multi-element-standard-4-icp--mix2--cym?returnurl=%2ficp_multi_element%2f,Mixed Concentrations,0.12
ICP-MIX3-CYM,0.12,"Reagecon ICP, ICP-MS Multi Element Standard (5 Elements) in 2% Nitric Acid (HNO₃)",100ml,"€ 135,58",https://www.reagecon.com/icp_multi_element/reagecon-icp-icp-ms-multi-element-standard-5-icp--mix3--cym?returnurl=%2ficp_multi_element%2f,1000 µg/ml of each Element,0.12
ICP-SDHT-401,0.12,"Reagecon ICP, ICP-MS Multi Element Standard (4 Elements) in 2.5% of Glucose (Monohydrate)",100ml,"€ 167,95",https://www.reagecon.com/icp_multi_element/reagecon-icp-icp-ms-multi-element-standard-4-icp--sdht--401?returnurl=%2ficp_multi_element%2f,Mixed Concentrations,0.12
ICP-PC-35A,0.62,"Reagecon ICP, ICP-MS Multi Element Standard (3 Elements) in 2% Nitric Acid (HNO₃)",500ml,"€ 271,16",https://www.reagecon.com/icp_multi_element/reagecon-icp-icp-ms-multi-element-standard-3-icp--pc--35a?returnurl=%2ficp_multi_element%2f,10 µg/ml of each Element,0.62
